종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"060310","3S","KOSDAQ","기계·장비","2215","-30","-1.34","102491401295"
"054620","APS홀딩스","KOSDAQ","금융","9200","-170","-1.81","187626833200"
"265520","AP시스템","KOSDAQ","반도체","15900","-550","-3.34","242974593900"
"211270","AP위성","KOSDAQ","통신장비","8700","370","4.44","131216044800"
"032790","BNGT","KOSDAQ","정보기기","4075","0","0.00","120352455875"
"013720","CBI","KOSDAQ","운송장비·부품","259","-11","-4.07","70018237674"
"035760","CJ ENM","KOSDAQ","방송서비스","76100","-600","-0.78","1668808619400"
"311690","CJ 바이오사이언스","KOSDAQ","기타서비스","25950","0","0.00","152551538400"
"051500","CJ프레시웨이","KOSDAQ","유통","35100","1300","3.85","416692668600"
"058820","CMG제약","KOSDAQ","제약","2245","-10","-0.44","311813087780"
"023460","CNH","KOSDAQ","금융","2395","-10","-0.42","89094000000"
"056730","CNT85","KOSDAQ","건설","3100","0","0.00","110449763600"
"065770","CS","KOSDAQ","통신장비","1420","-5","-0.35","27563804600"
"083660","CSA 코스믹","KOSDAQ","화학","1005","-20","-1.95","39648448965"
"404950","DB금융스팩10호","KOSDAQ","금융","2105","-5","-0.24","12293200000"
"367340","DB금융스팩8호","KOSDAQ","금융","2140","-20","-0.93","12947000000"
"367360","DB금융스팩9호","KOSDAQ","금융","2125","0","0.00","10285000000"
"068790","DMS","KOSDAQ","기계·장비","4540","25","0.55","111561696940"
"241520","DSC인베스트먼트","KOSDAQ","금융","3715","-20","-0.54","103319362145"
"245620","EDGC","KOSDAQ","기타서비스","1835","35","1.94","154279333385"
"037370","EG","KOSDAQ","건설","7240","-50","-0.69","62444797280"
"050120","ES큐브","KOSDAQ","유통","4015","-370","-8.44","54459805290"
"084180","EV수성","KOSDAQ","기계·장비","1475","35","2.43","92446782875"
"214270","FSN","KOSDAQ","출판·매체복제","3290","45","1.39","91805976080"
"130500","GH신소재","KOSDAQ","섬유·의류","3305","-15","-0.45","48071396860"
"900290","GRT","KOSDAQ","금융","2815","140","5.23","189660625000"
"083450","GST","KOSDAQ","반도체","18600","250","1.36","173310057000"
"297890","HB솔루션","KOSDAQ","기계·장비","13350","-350","-2.55","223213241550"
"078150","HB테크놀러지","KOSDAQ","기계·장비","1805","20","1.12","142577718930"
"195940","HK이노엔","KOSDAQ","제약","32950","250","0.76","952403242050"
"028300","HLB","KOSDAQ","운송장비·부품","42850","1050","2.51","4580814160850"
"067630","HLB생명과학","KOSDAQ","기타서비스","12800","250","1.99","1236952691200"
"047920","HLB제약","KOSDAQ","기타서비스","15000","100","0.67","418067250000"
"115450","HLB테라퓨틱스","KOSDAQ","유통","14250","450","3.26","446526756750"
"403870","HPSP","KOSDAQ","반도체","55200","-200","-0.36","1101217644000"
"036640","HRS","KOSDAQ","화학","5120","-170","-3.21","83736576000"
"335870","IBKS제12호스팩","KOSDAQ","금융","10150","-4350","-30.00","31668000000"
"351340","IBKS제13호스팩","KOSDAQ","금융","1925","-45","-2.28","9952250000"
"388790","IBKS제16호스팩","KOSDAQ","금융","2225","0","0.00","7587250000"
"405350","IBKS제17호스팩","KOSDAQ","금융","2405","0","0.00","6541600000"
"424760","IBKS제18호스팩","KOSDAQ","금융","2165","-60","-2.70","9157950000"
"426550","IBKS제19호스팩","KOSDAQ","금융","2225","20","0.91","11303000000"
"095340","ISC","KOSDAQ","반도체","32200","-200","-0.62","560262966200"
"099520","ITX-AI","KOSDAQ","통신장비","1285","0","0.00","37652662655"
"950170","JTC","KOSDAQ","유통","3500","60","1.74","122519309500"
"067290","JW신약","KOSDAQ","제약","3240","-100","-2.99","149452895880"
"035900","JYP Ent.","KOSDAQ","오락·문화","58800","700","1.20","2087252529600"
"318000","KBG","KOSDAQ","화학","6160","1415","29.82","50695722000"
"024840","KBI메탈","KOSDAQ","금속","1350","0","0.00","44483644800"
"024120","KB오토시스","KOSDAQ","운송장비·부품","3600","-50","-1.37","41400000000"
"021320","KCC건설","KOSDAQ","건설","5550","50","0.91","118770000000"
"036670","KCI","KOSDAQ","화학","8320","-70","-0.83","93766400000"
"044180","KD","KOSDAQ","건설","749","10","1.35","18611632109"
"151860","KG ETS","KOSDAQ","기타서비스","9420","-150","-1.57","339120000000"
"046440","KG모빌리언스","KOSDAQ","소프트웨어","5520","40","0.73","214317135360"
"035600","KG이니시스","KOSDAQ","소프트웨어","11800","-100","-0.84","329272321200"
"226360","KH 건설","KOSDAQ","건설","492","-15","-2.96","60821301252"
"111870","KH 전자","KOSDAQ","일반전기전자","311","-5","-1.58","49747504642"
"060720","KH바텍","KOSDAQ","IT부품","12850","-150","-1.15","304255129700"
"058400","KNN","KOSDAQ","방송서비스","880","11","1.27","116538153600"
"114450","KPX생명과학","KOSDAQ","제약","4145","15","0.36","62175000000"
"060370","KT서브마린","KOSDAQ","건설","6300","-30","-0.47","137970000000"
"122450","KX","KOSDAQ","방송서비스","5940","-110","-1.82","269295626160"
"052900","KX하이텍","KOSDAQ","반도체","1185","0","0.00","61179234510"
"108320","LX세미콘","KOSDAQ","반도체","76000","700","0.93","1236086800000"
"086960","MDS테크","KOSDAQ","소프트웨어","13000","-150","-1.14","115603904000"
"160550","NEW","KOSDAQ","오락·문화","5580","-60","-1.06","155716071480"
"053290","NE능률","KOSDAQ","출판·매체복제","3900","-10","-0.26","64452597300"
"104200","NHN벅스","KOSDAQ","디지털컨텐츠","6220","190","3.15","92227361000"
"060250","NHN한국사이버결제","KOSDAQ","소프트웨어","11100","0","0.00","445782782100"
"030190","NICE평가정보","KOSDAQ","기타서비스","13400","-550","-3.94","813578588000"
"024940","PN풍년","KOSDAQ","유통","4920","15","0.31","49200000000"
"218410","RFHIC","KOSDAQ","일반전기전자","20250","-450","-2.17","542425288500"
"327260","RF머트리얼즈","KOSDAQ","기타제조","10100","-1100","-9.82","82796739700"
"091340","S&K폴리텍","KOSDAQ","IT부품","3360","-115","-3.31","39324502560"
"019550","SBI인베스트먼트","KOSDAQ","금융","1060","0","0.00","171790569500"
"950110","SBI핀테크솔루션즈","KOSDAQ","출판·매체복제","4205","-70","-1.64","101140930700"
"046140","SBS콘텐츠허브","KOSDAQ","오락·문화","5730","-70","-1.21","122986170150"
"151910","SBW생명과학","KOSDAQ","IT부품","1725","-35","-1.99","305556353550"
"036120","SCI평가정보","KOSDAQ","기타서비스","4075","-270","-6.21","144662500000"
"099220","SDN","KOSDAQ","유통","2120","30","1.44","119084239320"
"036540","SFA반도체","KOSDAQ","반도체","4160","-35","-0.83","684154860480"
"255220","SG","KOSDAQ","비금속","1180","-10","-0.84","52812893020"
"040610","SG&G","KOSDAQ","운송","1515","-30","-1.94","51642101940"
"049470","SGA","KOSDAQ","소프트웨어","689","-16","-2.27","40556089561"
"184230","SGA솔루션즈","KOSDAQ","소프트웨어","762","-16","-2.06","41290664688"
"016250","SGC이테크건설","KOSDAQ","건설","38850","-100","-0.26","100988438250"
"337450","SK5호스팩","KOSDAQ","금융","3200","0","0.00","13792000000"
"340350","SK6호스팩","KOSDAQ","금융","2010","0","0.00","11477100000"
"048550","SM C&C","KOSDAQ","방송서비스","3100","110","3.68","296437872000"
"063440","SM Life Design","KOSDAQ","출판·매체복제","2140","65","3.13","97860389560"
"289080","SV인베스트먼트","KOSDAQ","금융","2150","-30","-1.38","114453100000"
"089230","THE E&M","KOSDAQ","인터넷","359","-8","-2.18","62268618569"
"161570","THE MIDONG","KOSDAQ","정보기기","972","-18","-1.82","15146510760"
"032540","TJ미디어","KOSDAQ","일반전기전자","5200","-70","-1.33","72444366800"
"022220","TKG애강","KOSDAQ","화학","1415","0","0.00","73289329285"
"048770","TPC","KOSDAQ","기계·장비","3455","5","0.14","53477661245"
"246690","TS인베스트먼트","KOSDAQ","금융","1750","30","1.74","68680288250"
"317240","TS트릴리온","KOSDAQ","화학","691","1","0.14","65263308875"
"038340","UCI","KOSDAQ","일반전기전자","1335","0","0.00","16641828315"
"073570","WI","KOSDAQ","기타제조","2340","540","30.00","189317402820"
"057030","YBM넷","KOSDAQ","기타서비스","3405","25","0.74","55544733285"
"040300","YTN","KOSDAQ","방송서비스","6760","1120","19.86","283920000000"
"051390","YW","KOSDAQ","유통","3180","80","2.58","36110070240"
"052220","iMBC","KOSDAQ","디지털컨텐츠","4510","30","0.67","103730000000"
"079940","가비아","KOSDAQ","인터넷","9700","-290","-2.90","131296134800"
"078890","가온미디어","KOSDAQ","통신장비","6200","100","1.64","100164478200"
"399720","가온칩스","KOSDAQ","반도체","24300","-1950","-7.43","279166176000"
"036620","감성코퍼레이션","KOSDAQ","유통","1510","0","0.00","135286301270"
"217730","강스템바이오텍","KOSDAQ","제약","2755","-330","-10.70","104518983375"
"114190","강원에너지","KOSDAQ","금속","7530","-870","-10.36","196706476140"
"094480","갤럭시아머니트리","KOSDAQ","소프트웨어","4900","20","0.41","192226206200"
"039240","경남스틸","KOSDAQ","금속","2980","-20","-0.67","80399219920"
"053950","경남제약","KOSDAQ","제약","1920","10","0.52","59231164800"
"011040","경동제약","KOSDAQ","제약","7160","-90","-1.24","220304364560"
"024910","경창산업","KOSDAQ","운송장비·부품","1870","-25","-1.32","66981539350"
"198440","고려시멘트","KOSDAQ","비금속","2540","30","1.20","81229098400"
"049720","고려신용정보","KOSDAQ","기타서비스","13350","-350","-2.55","190905000000"
"014570","고려제약","KOSDAQ","제약","7100","190","2.75","78100000000"
"348150","고바이오랩","KOSDAQ","기타서비스","10750","-100","-0.92","183078401750"
"098460","고영","KOSDAQ","기계·장비","12700","-200","-1.55","871915388500"
"035290","골드앤에스","KOSDAQ","출판·매체복제","3200","-5","-0.16","115916512000"
"038530","골드퍼시픽","KOSDAQ","유통","474","16","3.49","43615788294"
"900280","골든센츄리","KOSDAQ","금융","392","8","2.08","80518480896"
"215000","골프존","KOSDAQ","소프트웨어","108100","400","0.37","678372361500"
"121440","골프존뉴딘홀딩스","KOSDAQ","유통","5540","180","3.36","237315971720"
"366030","공구우먼","KOSDAQ","유통","7550","-50","-0.66","166346130000"
"014200","광림","KOSDAQ","운송장비·부품","1365","35","2.63","123814640040"
"029480","광무","KOSDAQ","통신장비","3325","-120","-3.48","109217166100"
"026910","광진실업","KOSDAQ","금속","5230","-140","-2.61","33500268150"
"355150","교보10호스팩","KOSDAQ","금융","2400","0","0.00","12768000000"
"397880","교보11호스팩","KOSDAQ","금융","2150","-5","-0.23","9546000000"
"421800","교보12호스팩","KOSDAQ","금융","2115","-10","-0.47","12647700000"
"331520","교보9호스팩","KOSDAQ","금융","2010","-170","-7.80","7798800000"
"053270","구영테크","KOSDAQ","운송장비·부품","2530","-40","-1.56","66777260220"
"066620","국보디자인","KOSDAQ","건설","15300","-50","-0.33","114750000000"
"043650","국순당","KOSDAQ","음식료·담배","7080","-120","-1.67","126436792320"
"006050","국영지앤엠","KOSDAQ","비금속","1190","0","0.00","41525339170"
"060480","국일신동","KOSDAQ","금속","2755","15","0.55","30552950000"
"078130","국일제지","KOSDAQ","종이·목재","2030","-30","-1.46","259063470190"
"307750","국전약품","KOSDAQ","제약","10300","-500","-4.63","505413470700"
"035080","그래디언트","KOSDAQ","유통","14450","-200","-1.37","224373588800"
"204020","그리티","KOSDAQ","섬유·의류","2820","0","0.00","56815752600"
"186230","그린플러스","KOSDAQ","금속","11250","50","0.45","121727115000"
"900070","글로벌에스엠","KOSDAQ","금융","594","3","0.51","31923916992"
"204620","글로벌텍스프리","KOSDAQ","금융","2440","-5","-0.20","126195926480"
"019660","글로본","KOSDAQ","유통","2375","-45","-1.86","81518728125"
"053260","금강철강","KOSDAQ","금속","7250","160","2.26","135720000000"
"036190","금화피에스시","KOSDAQ","건설","28450","-850","-2.90","170700000000"
"049080","기가레인","KOSDAQ","반도체","1300","10","0.78","103016212000"
"035460","기산텔레콤","KOSDAQ","통신장비","2610","-15","-0.57","38046857400"
"308100","까스텔바작","KOSDAQ","유통","7150","190","2.73","47366840950"
"187790","나노","KOSDAQ","화학","1020","-15","-1.45","27609048900"
"286750","나노브릭","KOSDAQ","화학","1520","-20","-1.30","31106114480"
"121600","나노신소재","KOSDAQ","화학","79900","-1300","-1.60","866781806700"
"247660","나노씨엠에스","KOSDAQ","일반전기전자","18000","-350","-1.91","77200560000"
"039860","나노엔텍","KOSDAQ","의료·정밀기기","4870","65","1.35","130553143490"
"091970","나노캠텍","KOSDAQ","화학","1610","0","0.00","45209484250"
"051490","나라엠앤디","KOSDAQ","기계·장비","6360","40","0.63","90312000000"
"137080","나래나노텍","KOSDAQ","기계·장비","7010","-90","-1.27","77526548220"
"190510","나무가","KOSDAQ","IT부품","10150","-50","-0.49","154242861150"
"242040","나무기술","KOSDAQ","출판·매체복제","1615","15","0.94","55300345500"
"089600","나스미디어","KOSDAQ","기타서비스","32000","950","3.06","337278784000"
"293580","나우IB","KOSDAQ","금융","6600","-20","-0.30","63208200000"
"138610","나이벡","KOSDAQ","제약","17000","-450","-2.58","169277143000"
"130580","나이스디앤비","KOSDAQ","기타서비스","7640","-70","-0.91","117656000000"
"036800","나이스정보통신","KOSDAQ","통신서비스","28050","1250","4.66","280500000000"
"267320","나인테크","KOSDAQ","IT부품","2960","-20","-0.67","116613799840"
"111710","남화산업","KOSDAQ","오락·문화","6990","320","4.80","143910120000"
"091590","남화토건","KOSDAQ","건설","5860","20","0.34","68796400000"
"168330","내츄럴엔도텍","KOSDAQ","기타서비스","3070","-85","-2.69","97487543000"
"094860","네오리진","KOSDAQ","소프트웨어","575","-21","-3.52","60064370625"
"253590","네오셈","KOSDAQ","반도체","3170","-145","-4.37","121901164420"
"212560","네오오토","KOSDAQ","운송장비·부품","6240","90","1.46","49139769120"
"095660","네오위즈","KOSDAQ","디지털컨텐츠","36900","-200","-0.54","813044231100"
"042420","네오위즈홀딩스","KOSDAQ","디지털컨텐츠","24600","0","0.00","217878903600"
"950220","네오이뮨텍","KOSDAQ","기타서비스","3345","60","1.83","330290350950"
"311390","네오크레마","KOSDAQ","음식료·담배","10600","0","0.00","85187907000"
"085910","네오티스","KOSDAQ","운송장비·부품","4630","30","0.65","64026964340"
"092730","네오팜","KOSDAQ","화학","16850","-50","-0.30","138294032850"
"290660","네오펙트","KOSDAQ","의료·정밀기기","1455","30","2.11","27995097735"
"306620","네온테크","KOSDAQ","기계·장비","2980","20","0.68","124232048860"
"153460","네이블","KOSDAQ","소프트웨어","7800","-150","-1.89","50934109200"
"007390","네이처셀","KOSDAQ","제약","11950","-5100","-29.91","748514014200"
"033640","네패스","KOSDAQ","반도체","16200","-500","-2.99","373559072400"
"330860","네패스아크","KOSDAQ","반도체","20500","-50","-0.24","249772922500"
"089140","넥스턴바이오","KOSDAQ","기계·장비","1780","-10","-0.56","62355783420"
"137940","넥스트아이","KOSDAQ","의료·정밀기기","490","-1","-0.20","38377286080"
"396270","넥스트칩","KOSDAQ","반도체","9620","-980","-9.25","167236388800"
"348210","넥스틴","KOSDAQ","반도체","43850","-300","-0.68","436600154900"
"225570","넥슨게임즈","KOSDAQ","디지털컨텐츠","14900","500","3.47","979677264800"
"217270","넵튠","KOSDAQ","출판·매체복제","12300","550","4.68","406001155200"
"104620","노랑풍선","KOSDAQ","기타서비스","6440","-200","-3.01","101411298240"
"194700","노바렉스","KOSDAQ","음식료·담배","11500","-100","-0.86","215680752000"
"285490","노바텍","KOSDAQ","기타제조","19100","0","0.00","201998372100"
"106520","노블엠앤비","KOSDAQ","의료·정밀기기","2215","-40","-1.77","55239787540"
"376930","노을","KOSDAQ","의료·정밀기기","5040","-90","-1.75","57725791200"
"278650","노터스","KOSDAQ","기타서비스","4700","60","1.29","330200271900"
"142280","녹십자엠에스","KOSDAQ","제약","5480","130","2.43","115722710840"
"234690","녹십자웰빙","KOSDAQ","제약","6490","-80","-1.22","115212271240"
"065560","녹원씨엔아이","KOSDAQ","출판·매체복제","5770","0","0.00","134210921250"
"054050","농우바이오","KOSDAQ","농업, 임업 및 어업","8420","-50","-0.59","134977323620"
"069140","누리플랜","KOSDAQ","금속","4445","5","0.11","31571692635"
"040160","누리플렉스","KOSDAQ","소프트웨어","4915","-20","-0.41","59252954525"
"332290","누보","KOSDAQ","화학","1810","-55","-2.95","59877194630"
"126870","뉴로스","KOSDAQ","기계·장비","2230","0","0.00","79475857540"
"060260","뉴보텍","KOSDAQ","화학","853","11","1.31","33617623944"
"012340","뉴인텍","KOSDAQ","IT부품","3030","0","0.00","91224700860"
"214870","뉴지랩파마","KOSDAQ","유통","9410","0","0.00","296830856130"
"270870","뉴트리","KOSDAQ","음식료·담배","8590","40","0.47","79029924160"
"144960","뉴파워프라즈마","KOSDAQ","기계·장비","3520","20","0.57","153798036480"
"085670","뉴프렉스","KOSDAQ","IT부품","6400","40","0.63","154942419200"
"119860","다나와","KOSDAQ","인터넷","14300","-400","-2.72","186969954600"
"064260","다날","KOSDAQ","디지털컨텐츠","5750","10","0.17","396456980000"
"093640","다믈멀티미디어","KOSDAQ","반도체","4050","-50","-1.22","73905570450"
"340360","다보링크","KOSDAQ","통신장비","884","0","0.00","37804401440"
"039560","다산네트웍스","KOSDAQ","통신장비","3850","-80","-2.04","140066226300"
"298870","다올인베스트먼트","KOSDAQ","금융","2230","-10","-0.45","223000000000"
"032190","다우데이타","KOSDAQ","유통","14050","150","1.08","538115000000"
"068240","다원시스","KOSDAQ","IT부품","16900","-350","-2.03","585762771100"
"020400","대동금속","KOSDAQ","금속","8400","0","0.00","26788994400"
"008830","대동기어","KOSDAQ","기계·장비","6700","-170","-2.47","60216384000"
"048470","대동스틸","KOSDAQ","금속","4400","50","1.15","44000000000"
"004780","대륙제관","KOSDAQ","금속","4170","15","0.36","66316339830"
"017650","대림제지","KOSDAQ","종이·목재","7690","0","0.00","69210000000"
"007720","대명소노시즌","KOSDAQ","유통","710","-2","-0.28","71568319500"
"389260","대명에너지","KOSDAQ","건설","21300","-1100","-4.91","362100000000"
"317850","대모","KOSDAQ","기계·장비","8800","970","12.39","73254896000"
"290670","대보마그네틱","KOSDAQ","기계·장비","48200","650","1.37","377140900000"
"078140","대봉엘에스","KOSDAQ","제약","8300","220","2.72","92018605700"
"036480","대성미생물","KOSDAQ","제약","10250","250","2.50","38950000000"
"025440","대성엘텍","KOSDAQ","일반전기전자","645","15","2.38","91912500000"
"027830","대성창투","KOSDAQ","금융","2355","25","1.07","94200000000"
"104040","대성파인텍","KOSDAQ","운송장비·부품","1385","-5","-0.36","43352274185"
"129920","대성하이텍","KOSDAQ","기계·장비","9120","-880","-8.80","125081283360"
"387310","대신밸런스제10호스팩","KOSDAQ","금융","2470","0","0.00","13486200000"
"397500","대신밸런스제11호스팩","KOSDAQ","금융","2680","0","0.00","20394800000"
"426670","대신밸런스제12호스팩","KOSDAQ","금융","2280","15","0.66","13246800000"
"020180","대신정보통신","KOSDAQ","컴퓨터서비스","1230","90","7.89","47267565450"
"045390","대아티아이","KOSDAQ","일반전기전자","2730","10","0.37","192392319210"
"108380","대양전기공업","KOSDAQ","운송장비·부품","11700","200","1.74","111937796100"
"006580","대양제지","KOSDAQ","종이·목재","3260","0","0.00","87531000000"
"007680","대원","KOSDAQ","건설","7000","-60","-0.85","94125318000"
"048910","대원미디어","KOSDAQ","유통","11450","150","1.33","144028931700"
"005710","대원산업","KOSDAQ","운송장비·부품","4995","0","0.00","100087812000"
"290380","대유","KOSDAQ","화학","3410","-10","-0.29","84273416920"
"290120","대유에이피","KOSDAQ","운송장비·부품","5200","0","0.00","60504886000"
"120240","대정화금","KOSDAQ","화학","21500","-1700","-7.33","154593406500"
"003310","대주산업","KOSDAQ","음식료·담배","3250","45","1.40","115025137500"
"078600","대주전자재료","KOSDAQ","IT부품","79100","-2700","-3.30","1224514906300"
"096350","대창솔루션","KOSDAQ","금속","293","3","1.03","47981975637"
"140520","대창스틸","KOSDAQ","금속","2650","-50","-1.85","55939493950"
"131220","대한과학","KOSDAQ","유통","6930","10","0.14","51659615700"
"010170","대한광통신","KOSDAQ","일반전기전자","2625","125","5.00","193571765625"
"060900","대한그린파워","KOSDAQ","전기·가스·수도","704","-18","-2.49","121641910720"
"054670","대한뉴팜","KOSDAQ","제약","8520","-20","-0.23","122303918400"
"023910","대한약품","KOSDAQ","제약","25800","50","0.19","154800000000"
"021040","대호특수강","KOSDAQ","금속","567","-12","-2.07","42750972180"
"021045","대호특수강우","KOSDAQ","금속","1140","-20","-1.72","4836411240"
"067080","대화제약","KOSDAQ","제약","10350","-1550","-13.03","192682327500"
"298540","더네이쳐홀딩스","KOSDAQ","섬유·의류","24600","-700","-2.77","357798537600"
"393890","더블유씨피","KOSDAQ","일반전기전자","41700","-12300","-22.78","1405144800600"
"299170","더블유에스아이","KOSDAQ","유통","1530","-20","-1.29","45942783390"
"213420","덕산네오룩스","KOSDAQ","반도체","31700","-200","-0.63","787148374300"
"317330","덕산테코피아","KOSDAQ","반도체","15300","-250","-1.61","281174648400"
"077360","덕산하이메탈","KOSDAQ","일반전기전자","5810","-70","-1.19","263988981620"
"090410","덕신하우징","KOSDAQ","금속","1620","0","0.00","74656233900"
"263600","덕우전자","KOSDAQ","일반전기전자","6060","180","3.06","96537678600"
"194480","데브시스터즈","KOSDAQ","디지털컨텐츠","44000","3800","9.45","520505040000"
"263800","데이타솔루션","KOSDAQ","정보기기","4225","25","0.60","68460125500"
"206560","덱스터","KOSDAQ","오락·문화","10250","0","0.00","260455944000"
"261200","덴티스","KOSDAQ","의료·정밀기기","7210","120","1.69","106404386900"
"067990","도이치모터스","KOSDAQ","유통","5930","-90","-1.50","189108571710"
"006620","동구바이오제약","KOSDAQ","제약","5390","10","0.19","153426306880"
"100130","동국S&C","KOSDAQ","금속","5520","80","1.47","315429360000"
"005160","동국산업","KOSDAQ","금속","4770","-65","-1.34","258746179140"
"075970","동국알앤에스","KOSDAQ","비금속","3170","-10","-0.31","58328000000"
"086450","동국제약","KOSDAQ","제약","16250","-400","-2.40","722475000000"
"099410","동방선기","KOSDAQ","운송장비·부품","2660","30","1.14","36019065320"
"033500","동성화인텍","KOSDAQ","화학","10750","100","0.94","319963559000"
"025950","동신건설","KOSDAQ","건설","13550","-100","-0.73","113820000000"
"088130","동아엘텍","KOSDAQ","기계·장비","6250","10","0.16","66643362500"
"041930","동아화성","KOSDAQ","화학","7090","-20","-0.28","112022000000"
"060380","동양에스텍","KOSDAQ","금속","2095","-45","-2.10","41271500000"
"079960","동양이엔피","KOSDAQ","IT부품","12100","-100","-0.82","95106000000"
"228340","동양파일","KOSDAQ","비금속","2570","-10","-0.39","51400000000"
"088910","동우팜투테이블","KOSDAQ","음식료·담배","2630","10","0.38","67937539320"
"094170","동운아나텍","KOSDAQ","반도체","9650","1320","15.85","174773890600"
"013120","동원개발","KOSDAQ","건설","3230","-40","-1.22","293310163000"
"109860","동일금속","KOSDAQ","금속","21000","-200","-0.94","191100000000"
"032960","동일기연","KOSDAQ","IT부품","11450","1100","10.63","41622467500"
"023790","동일철강","KOSDAQ","금속","2150","85","4.12","34366558900"
"005290","동진쎄미켐","KOSDAQ","반도체","26500","200","0.76","1362484091000"
"025900","동화기업","KOSDAQ","종이·목재","61800","-2600","-4.04","1248579575400"
"131970","두산테스나","KOSDAQ","반도체","20450","-250","-1.21","301833349650"
"073190","듀오백","KOSDAQ","기타제조","2100","-85","-3.89","25132884000"
"030350","드래곤플라이","KOSDAQ","디지털컨텐츠","1160","0","0.00","47950168320"
"203650","드림시큐리티","KOSDAQ","출판·매체복제","2565","25","0.98","129803759010"
"223250","드림씨아이에스","KOSDAQ","기타서비스","10300","-150","-1.44","61034916000"
"060570","드림어스컴퍼니","KOSDAQ","디지털컨텐츠","2760","-50","-1.78","156933177720"
"217620","디딤","KOSDAQ","숙박·음식","1290","40","3.20","59363169690"
"016670","디모아","KOSDAQ","유통","447","-13","-2.83","45530536728"
"187870","디바이스이엔지","KOSDAQ","반도체","14700","450","3.16","103438152300"
"066670","디스플레이텍","KOSDAQ","IT부품","4610","-65","-1.39","86169741980"
"110990","디아이티","KOSDAQ","IT부품","5950","-130","-2.14","112455000000"
"078590","디아크","KOSDAQ","운송장비·부품","2380","0","0.00","316556560040"
"263690","디알젬","KOSDAQ","의료·정밀기기","8230","-20","-0.24","93209770300"
"214680","디알텍","KOSDAQ","의료·정밀기기","1400","-10","-0.71","81227937000"
"263720","디앤씨미디어","KOSDAQ","디지털컨텐츠","13800","200","1.47","169396531800"
"376300","디어유","KOSDAQ","소프트웨어","26650","-400","-1.48","616419989900"
"141020","디에스앤엘","KOSDAQ","유통","1335","0","0.00","43790846220"
"109740","디에스케이","KOSDAQ","기계·장비","6180","-190","-2.98","167013943800"
"196490","디에이테크놀로지","KOSDAQ","기계·장비","3620","-90","-2.43","89364482020"
"066900","디에이피","KOSDAQ","IT부품","2740","-50","-1.79","62319938220"
"180400","디엑스앤브이엑스","KOSDAQ","기타서비스","7740","0","0.00","222082929900"
"127120","디엔에이링크","KOSDAQ","기타서비스","4130","25","0.61","70596947960"
"092070","디엔에프","KOSDAQ","화학","11900","0","0.00","137705110200"
"039840","디오","KOSDAQ","의료·정밀기기","19000","0","0.00","301753345000"
"219550","디와이디","KOSDAQ","유통","1055","20","1.93","38758157450"
"310870","디와이씨","KOSDAQ","운송장비·부품","1450","20","1.40","29996542950"
"104460","디와이피엔에프","KOSDAQ","기계·장비","40700","200","0.49","436044537500"
"079810","디이엔티","KOSDAQ","기계·장비","9570","370","4.02","147449219940"
"113810","디젠스","KOSDAQ","운송장비·부품","1120","35","3.23","36543417120"
"043360","디지아이","KOSDAQ","정보기기","2975","150","5.31","26775000000"
"197140","디지캡","KOSDAQ","출판·매체복제","3410","-95","-2.71","32591583090"
"068930","디지털대성","KOSDAQ","기타서비스","7000","-180","-2.51","208605173000"
"033130","디지틀조선","KOSDAQ","디지털컨텐츠","1990","0","0.00","73859381330"
"105740","디케이락","KOSDAQ","기계·장비","10250","1130","12.39","87042098000"
"263020","디케이앤디","KOSDAQ","화학","3040","80","2.70","47200268160"
"290550","디케이티","KOSDAQ","IT부품","9680","-370","-3.68","159358606880"
"187220","디티앤씨","KOSDAQ","기타서비스","4605","95","2.11","53869386705"
"131180","딜리","KOSDAQ","정보기기","1315","-15","-1.13","38595250000"
"315640","딥노이드","KOSDAQ","소프트웨어","5570","0","0.00","51896436380"
"317120","라닉스","KOSDAQ","일반전기전자","5090","-150","-2.86","49169400000"
"042510","라온시큐어","KOSDAQ","소프트웨어","2305","45","1.99","89126849530"
"232680","라온테크","KOSDAQ","반도체","9690","600","6.60","120938312460"
"300120","라온피플","KOSDAQ","IT부품","4100","30","0.74","85198049200"
"171120","라이온켐텍","KOSDAQ","화학","7950","-50","-0.63","150203929200"
"069540","라이트론","KOSDAQ","통신장비","3140","-15","-0.48","81834541840"
"347700","라이프시맨틱스","KOSDAQ","소프트웨어","4340","-115","-2.58","44389303000"
"214260","라파스","KOSDAQ","화학","19650","-1200","-5.76","169332224400"
"200350","래몽래인","KOSDAQ","오락·문화","19050","700","3.81","119224786950"
"171010","램테크놀러지","KOSDAQ","반도체","5970","-30","-0.50","82601260290"
"084650","랩지노믹스","KOSDAQ","기타서비스","6340","450","7.64","215506889820"
"217500","러셀","KOSDAQ","기계·장비","2820","20","0.71","89709840000"
"141080","레고켐바이오","KOSDAQ","기타서비스","35850","-650","-1.78","871271799300"
"060300","레드로버","KOSDAQ","오락·문화","1830","0","0.00","53493273510"
"038390","레드캡투어","KOSDAQ","기타서비스","18800","-650","-3.34","161482224000"
"294140","레몬","KOSDAQ","화학","3850","-70","-1.79","142450000000"
"228670","레이","KOSDAQ","의료·정밀기기","17250","-1250","-6.76","229537711500"
"228850","레이언스","KOSDAQ","의료·정밀기기","9810","260","2.72","162757847340"
"412350","레이저쎌","KOSDAQ","반도체","7700","-100","-1.28","64878444400"
